thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Lea,173656,,25,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wagoner,173439,140000,5,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hampton,173410,165000,106,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Beauregard,173389,,24,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Webster,173376,,26,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bolivar,173281,,46,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wicomico,173248,152450,17,Maryland,MD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bosque,173189,,88,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Assumption,173176,,50,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Roberts,173080,,20,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bracken,173078,,102,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Early,173077,70750,134,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mohave,172777,149000,5,Arizona,AZ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Uinta,172570,,13,Wyoming,WY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McLean,172455,,15,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gaston,172277,143500,16,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Payne,172252,160000,12,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Starr,172113,,128,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lafourche,172106,,14,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,171903,165000,42,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,171825,,2,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
El Paso,171759,,19,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dinwiddie,171746,,99,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,171709,,10,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winnebago,171697,142000,9,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hunt,171660,,32,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Meagher,171654,,17,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Faulkner,171575,139950,6,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Woodford,171523,,37,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alamance,171498,145000,23,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Meade,171482,145000,32,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Palo Alto,171354,,89,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Baxter,171252,,10,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Schuyler,171019,120000,60,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Todd,170926,,45,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,170625,120000,14,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Somerset,170594,95000,23,Maryland,MD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morrison,170576,,49,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Choctaw,170522,,76,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yadkin,170249,106250,81,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ringgold,170215,25000,94,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dodge,170186,,8,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Troup,170028,121250,53,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Burke,169830,,72,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Waupaca,169773,112500,34,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morrow,169480,130000,33,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Laclede,169285,,24,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,169227,152500,12,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winona,169131,147000,14,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Perry,169130,49600,74,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hampshire,169009,,16,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bradford,168925,,47,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,168914,,15,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Poweshiek,168733,,40,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cole,168716,,19,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Meeker,168550,95000,50,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Warren,168525,89500,143,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gilchrist,168447,80000,60,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nemaha,168400,,62,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Milwaukee,168361,150000,2,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,168092,,4,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Benewah,167994,,26,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Onondaga,167945,135250,15,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bannock,167840,,34,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,167781,118000,13,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardin,167726,127250,5,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,167678,,35,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McDuffie,167544,,92,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Elkhart,167440,,7,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Davison,167426,,17,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,167421,98000,36,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,167409,,22,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Prentiss,167385,,37,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Phillips,167365,,38,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Elmore,167269,,1,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Valencia,167206,,7,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lowndes,167143,130000,30,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bingham,167126,,14,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,167091,,15,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yazoo,166993,,23,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sullivan,166899,,19,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Concordia,166717,,40,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McCracken,166701,,13,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,166688,134500,7,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Moffat,166645,167500,43,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cedar,166573,202900,22,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Otero,166492,,4,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,166491,,64,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pontotoc,166470,115000,21,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Levy,166445,,40,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bath,166381,69750,88,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Florence,166321,,72,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Bernard,166299,,9,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garrard,166192,,59,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,166183,61250,76,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Humboldt,166162,185000,10,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Campbell,165881,154500,75,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Boone,165875,,42,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Keith,165823,96000,23,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Richland,165774,77000,48,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,165723,79200,87,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Copiah,165705,,26,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Craig,165686,43000,60,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Claiborne,165662,87450,52,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newport News,165637,169000,10,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,165619,,24,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Catron,165600,,21,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rowan,165445,125000,39,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,165164,,95,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Imperial,165050,,43,California,CA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henderson,165032,124500,18,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washakie,165021,,14,Wyoming,WY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pulaski,165007,,23,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wilkinson,164930,,43,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pine,164832,,22,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Midland,164779,111500,38,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Le Sueur,164768,,34,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Champaign,164748,141000,11,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnson,164736,,13,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Frio,164702,,122,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,164593,75250,144,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saline,164485,,67,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carter,164475,,104,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mason,164420,110000,53,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kenton,164365,134900,4,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,164284,,25,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crittenden,164268,45870,31,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,164136,,55,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Claiborne,164100,,61,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pamlico,164071,,87,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,164053,,61,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Aitkin,164008,,38,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Seward,163993,128000,12,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tripp,163937,,11,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cherokee,163931,88500,13,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Juniata,163923,120000,65,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Preston,163896,155000,17,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
DeKalb,163861,,26,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tate,163850,,20,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bowie,163801,,61,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Glacier,163420,,24,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Waushara,163414,,56,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,163404,,50,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,163359,,38,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grant,163340,113750,36,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Finney,163056,,22,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chouteau,163018,,29,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coffee,163008,,23,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lorain,163005,131250,6,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,162738,,18,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Upshur,162726,,29,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Juneau,162670,92950,44,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hoke,162512,141750,52,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,162438,95125,20,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Itawamba,162405,,29,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,162373,100750,76,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Steele,162296,150000,25,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garfield,162289,,18,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Perkins,162250,,82,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rusk,162196,,68,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bonneville,162088,,5,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tensas,162000,,60,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Casey,161839,,63,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allen,161829,,4,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pittsylvania,161674,113500,33,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Susquehanna,161585,81000,52,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pecos,161567,,161,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mason,161566,180280,20,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Orangeburg,161460,81700,28,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,161448,,119,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McPherson,161315,,16,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iberia,161212,,23,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pasquotank,161175,160000,36,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Athens,161130,50000,40,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,161112,114500,6,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pacific,160962,156732,26,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Colbert,160848,125000,31,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Powell,160802,93625,80,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,160675,,4,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Staunton,160551,152000,27,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Camden,160495,162000,10,New Jersey,NJ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Logan,160452,102500,57,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stone,160443,,12,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kalamazoo,160191,142000,8,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,160148,,8,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Miller,160054,,34,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinton,160025,125500,46,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sheridan,160000,,46,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mobile,159920,125000,4,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,159902,,32,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lowndes,159746,,16,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lincoln,159740,127500,32,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ottawa,159713,,52,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,159608,55325,122,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Duchesne,159510,,21,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morrow,159486,,73,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newton,159473,,14,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,159454,116450,14,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kanawha,159371,134000,1,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Des Moines,159344,41000,29,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lawrence,159335,106889,41,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fleming,159310,,85,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,159306,42500,51,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chaves,159169,,14,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Walker,159147,101000,63,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sevier,159061,,66,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Braxton,158965,,37,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McMinn,158954,,33,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dodge,158923,92800,43,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,158885,,54,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Miami,158841,,9,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garfield,158789,157500,30,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Owen,158754,163600,25,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Simpson,158736,,45,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nottoway,158567,,85,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardin,158560,,87,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rosebud,158453,,34,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Madison,158335,122900,27,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Westmoreland,158306,123000,12,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Boone,158298,132750,19,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Mary,158254,,27,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,158234,,93,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grant,158207,,87,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coleman,158174,,144,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chester,158153,,36,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caldwell,158146,,54,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Burke,158120,,46,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Murray,157973,112950,59,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Miami,157950,69000,30,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,157949,75450,42,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lynchburg,157834,137750,22,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Craig,157831,,24,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knox,157770,,67,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Woodward,157657,95125,49,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Menard,157649,,68,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,157646,,46,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,157550,,10,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lauderdale,157541,,21,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barren,157477,,24,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Abbeville,157434,,37,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,157339,107450,39,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,157330,81750,58,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lonoke,157288,,8,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oldham,157100,,215,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Talladega,157097,,9,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Campbell,157062,137200,9,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Laurel,157052,,31,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Otoe,156875,106000,7,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tipton,156826,147500,51,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Upshur,156793,,114,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dawes,156741,70000,32,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
