thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Ogemaw,108354,,66,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,108347,79750,35,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fayette,108298,,44,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,108296,,45,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bon Homme,108212,,44,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Lawrence,108185,31750,48,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bienville,108042,,53,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Buena Vista,108031,,51,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Irwin,108009,103000,139,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Danville,107965,,,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bond,107914,,40,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wyoming,107862,,57,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wells,107859,,48,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Twiggs,107810,42500,20,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Martin,107801,,62,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allegany,107721,84000,22,Maryland,MD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calhoun,107664,,74,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Columbiana,107588,,32,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Swift,107488,,74,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Edwards,107437,,99,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Richland,107392,,27,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greensville,107385,36000,63,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grays Harbor,107343,197450,19,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Spink,107336,,37,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Okmulgee,107302,91250,26,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McDonough,107291,,47,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gibson,107179,101500,60,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jerauld,107150,,55,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mower,107096,96910,29,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardin,107091,,48,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardeman,107000,,227,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
White,106984,,66,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Osage,106964,,29,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Howard,106907,,90,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Anderson,106871,,41,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barnes,106854,,13,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iroquois,106838,92000,49,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Livingston,106643,87500,46,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Floyd,106616,,87,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,106545,26931,67,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chariton,106488,,62,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dillon,106442,,40,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butler,106346,53250,37,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pushmataha,106307,,40,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winston,106213,,49,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Norton,106200,,82,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Defiance,106197,86500,53,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
New Madrid,106180,,81,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winnebago,106171,111000,81,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Attala,106093,,59,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,106068,34500,30,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Redwood,106002,,64,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cheyenne,106000,70500,62,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hettinger,105911,,32,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morris,105768,,204,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cumberland,105633,,54,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tipton,105586,,82,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Metcalfe,105530,101000,100,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mercer,105528,,85,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brown,105508,,51,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Howard,105494,,30,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Macon,105459,,28,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,105424,,42,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ashtabula,105410,,24,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Northumberland,105390,122000,50,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nemaha,105353,,38,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ray,105314,,42,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rich,105290,,27,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Francis,105072,101500,56,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saginaw,105040,96900,18,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harding,105000,,32,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adair,104926,,79,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sussex,104921,97475,67,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harvey,104842,,10,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,104816,,65,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Prairie,104800,,74,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Quitman,104702,110000,145,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jay,104679,,77,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lewis,104554,,42,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chippewa,104552,,71,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Potter,104500,,53,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knox,104479,,28,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kemper,104414,,78,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,104294,,46,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pulaski,104251,,89,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Anson,104214,,75,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ben Hill,104137,65000,127,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Page,104072,,46,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ouachita,104042,20000,43,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,103913,,89,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,103890,115000,44,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Macoupin,103830,80000,38,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harrison,103773,93000,77,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lauderdale,103701,79900,58,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Merrick,103681,70000,33,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dent,103524,,29,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butler,103423,,21,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ripley,103369,,71,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wells,103362,,28,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Petersburg,103335,,,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Massac,103329,72500,86,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lamar,103300,,62,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taliaferro,103266,55000,155,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Leflore,103253,,42,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cotton,103177,171000,60,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
White Pine,103171,,12,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monona,102921,79000,50,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alpena,102887,,49,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saline,102760,106000,61,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,102759,,107,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shelby,102709,,76,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wheeler,102618,60484,130,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barton,102352,,74,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kingman,102344,,30,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pierce,102281,97500,44,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coshocton,102277,65250,37,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grant,102250,,28,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,102114,,38,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
La Paz,101793,62750,14,Arizona,AZ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Callahan,101736,,149,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Edgar,101695,,71,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morrill,101671,,40,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Big Stone,101615,,77,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Magoffin,101598,,115,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dunklin,101566,,77,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,101502,,59,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wabaunsee,101194,,19,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dickenson,101193,95000,111,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ritchie,101137,,39,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cochran,101100,,247,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cameron,100978,,67,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Huntington,100941,,24,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Huron,100899,,58,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sherman,100750,,246,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,100563,,61,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kimball,100535,,39,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,100520,,68,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Eddy,100450,,39,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chautauqua,100386,,66,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lawrence,100145,92250,43,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Turner,100077,,21,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Trumbull,100054,88000,23,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lewis,100050,,103,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sandusky,100024,,54,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,100015,,47,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dewey,100000,,75,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,99973,,153,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
WASHINGTON,99900,,,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tyler,99885,,50,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Schuylkill,99668,86000,26,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,99662,,28,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stephenson,99633,,23,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dougherty,99556,106500,44,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Martin,99521,,90,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Arthur,99500,,84,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wibaux,99350,,53,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Emmons,99150,,19,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rush,99106,,43,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Eureka,99100,,16,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wright,99005,77000,66,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lamb,98940,,209,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newton,98876,,86,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wilcox,98837,,64,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Logan,98769,,33,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butler,98642,36000,71,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yalobusha,98517,,39,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yellow Medicine,98492,,75,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,98469,,54,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Torrance,98233,,15,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,98205,102250,97,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Elk,98125,73750,63,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Atchison,98104,,24,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oswego,98063,105000,32,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stanton,98000,,96,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Martinsville,97930,71000,78,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,97900,,58,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marlboro,97778,,41,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pettis,97444,,23,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinton,97420,,25,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Clair,97407,,46,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fayette,97253,,59,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stephens,97158,85000,34,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,97148,71250,5,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morton,97033,,76,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iron,96790,,85,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sumner,96701,,18,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,96613,,53,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Woodruff,96412,,71,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Holmes,96404,,60,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oscoda,96396,,65,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Traverse,96233,,84,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Seminole,96048,89000,38,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,95950,,75,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ida,95840,,97,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
De Witt,95836,84000,62,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,95752,,33,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,95633,,92,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knott,95459,,114,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sharp,95456,105000,17,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,95158,,87,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sargent,95062,,30,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nye,95027,139900,4,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clare,94906,,47,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Turner,94895,84500,118,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jones,94850,,194,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,94761,,82,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Warren,94660,171500,72,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Culberson,94625,,199,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vermillion,94581,,39,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Burt,94532,73000,53,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Anderson,94527,,47,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,94527,,81,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,94222,,56,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,94100,,55,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kent,94000,,252,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harrison,93922,,99,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hickman,93885,,118,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taylor,93828,,68,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Osage,93823,,101,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,93800,,35,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caddo,93790,,45,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alger,93708,,82,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Conecuh,93621,,46,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Martin,93580,,117,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,93537,,44,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,93512,,71,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fillmore,93487,,63,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,93400,,52,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rockcastle,93276,126000,78,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Elliott,93200,,116,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,92928,66000,56,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Venango,92891,91000,42,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,92736,,20,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnson,92550,50000,150,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bradley,92521,,69,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Linn,92520,,92,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Williamsburg,92507,,42,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allegany,92282,30000,56,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lucas,92144,,63,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mason,92080,52750,82,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Zavala,91975,,231,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Delaware,91946,,21,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Audrain,91913,,39,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brantley,91876,69000,128,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gratiot,91696,,71,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cowley,91663,,26,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McCreary,91509,,101,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,91450,,97,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cherokee,91443,71500,77,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Valdez-Cordova,91437,,5,Alaska,AK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coles,91387,67000,41,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Edgecombe,91200,,74,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pawnee,91154,,57,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
