"id","firstname","midname","lastname","ftin","feet","inches","meters","gender"
"2955","Will","I","Am","5ft 9in","5","9.000","1.752600","M"
"2956","Billy",,"Idol","5ft 9in","5","9.000","1.752600","M"
"2957","Iman",,,"5ft 9in","5","9.000","1.752600","F"
"2958","Michael",,"Jackson","5ft 9in","5","9.000","1.752600","M"
"2959","Salome",,"Jens","5ft 9in","5","9.000","1.752600","F"
"2960","Jamie",,"Johnston","5ft 9in","5","9.000","1.752600","F"
"2961","Grace",,"Jones","5ft 9in","5","9.000","1.752600","F"
"2962","Anil",,"Kapoor","5ft 9in","5","9.000","1.752600","M"
"2963","Sonam",,"Kapoor","5ft 9in","5","9.000","1.752600",
"2964","Stana",,"Katic","5ft 9in","5","9.000","1.752600",
"2965","Jay",,"Kay","5ft 9in","5","9.000","1.752600","M"
"2966","Kelis",,,"5ft 9in","5","9.000","1.752600",
"2967","Kay",,"Kendall","5ft 9in","5","9.000","1.752600","F"
"2968","Ken",,"Kercheval","5ft 9in","5","9.000","1.752600","M"
"2969","KeSha",,,"5ft 9in","5","9.000","1.752600",
"2970","Jack",,"Klugman","5ft 9in","5","9.000","1.752600","M"
"2971","Heidi",,"Klum","5ft 9in","5","9.000","1.752600","F"
"2972","Robert",,"Knepper","5ft 9in","5","9.000","1.752600","M"
"2973","Thomas",,"Kretschmann","5ft 9in","5","9.000","1.752600","M"
"2974","Shia",,"LaBeouf","5ft 9in","5","9.000","1.752600",
"2975","Labrinth",,,"5ft 9in","5","9.000","1.752600",
"2976","Nick",,"Lachey","5ft 9in","5","9.000","1.752600","M"
"2977","Laurene",,"Landon","5ft 9in","5","9.000","1.752600","F"
"2978","Michael",,"Landon","5ft 9in","5","9.000","1.752600","M"
"2979","KD",,"Lang","5ft 9in","5","9.000","1.752600",
"2980","Matt",,"Lanter","5ft 9in","5","9.000","1.752600","M"
"2981","Denis",,"Law","5ft 9in","5","9.000","1.752600","M"
"2982","Mark","Christopher","Lawrence","5ft 9in","5","9.000","1.752600","M"
"2983","John",,"Legend","5ft 9in","5","9.000","1.752600","M"
"2984","Fredric",,"Lehne","5ft 9in","5","9.000","1.752600",
"2985","Jack",,"Lemmon","5ft 9in","5","9.000","1.752600","M"
"2986","Sugar","Ray","Leonard","5ft 9in","5","9.000","1.752600",
"2987","Jared",,"Leto","5ft 9in","5","9.000","1.752600","M"
"2988","Eric",,"Lloyd","5ft 9in","5","9.000","1.752600","M"
"2989","Robert",,"Loggia","5ft 9in","5","9.000","1.752600","M"
"2990","Justin",,"Long","5ft 9in","5","9.000","1.752600","M"
"2991","Justin",,"Louis","5ft 9in","5","9.000","1.752600","M"
"2992","Courtney",,"Love","5ft 9in","5","9.000","1.752600","F"
"2993","Norman",,"Lovett","5ft 9in","5","9.000","1.752600","M"
"2994","Jon",,"Lovitz","5ft 9in","5","9.000","1.752600","M"
"2995","Kelly",,"Lynch","5ft 9in","5","9.000","1.752600","F"
"2996","Sean",,"Maguire","5ft 9in","5","9.000","1.752600","M"
"2997","Ricardo",,"Mamood","5ft 9in","5","9.000","1.752600","M"
"2998","Stephanie",,"March","5ft 9in","5","9.000","1.752600","F"
"2999","Damian",,"Marley","5ft 9in","5","9.000","1.752600","M"
"3000","Ziggy",,"Marley","5ft 9in","5","9.000","1.752600",
"3001","James",,"Marsters","5ft 9in","5","9.000","1.752600","M"
"3002","Sarah",,"Mason","5ft 9in","5","9.000","1.752600","F"
"3003","John",,"McCain","5ft 9in","5","9.000","1.752600","M"
"3004","Ian",,"McDiarmid","5ft 9in","5","9.000","1.752600","M"
"3005","Roddy",,"McDowall","5ft 9in","5","9.000","1.752600","M"
"3006","Rob",,"McElhenney","5ft 9in","5","9.000","1.752600","M"
"3007","Ste",,"McNally","5ft 9in","5","9.000","1.752600","M"
"3008","Freddie",,"Mercury","5ft 9in","5","9.000","1.752600","F"
"3009","Bret",,"Michaels","5ft 9in","5","9.000","1.752600","M"
"3010","Jay",,"Mohr","5ft 9in","5","9.000","1.752600","M"
"3011","Sheri",,"Moon","5ft 9in","5","9.000","1.752600","F"
"3012","Tracy",,"Morgan","5ft 9in","5","9.000","1.752600","F"
"3013","Martin",,"Mull","5ft 9in","5","9.000","1.752600","M"
"3014","Leonardo",,"Nam","5ft 9in","5","9.000","1.752600","M"
"3015","Daniela",,"Nardini","5ft 9in","5","9.000","1.752600","F"
"3016","Ritchie",,"Neville","5ft 9in","5","9.000","1.752600","M"
"3017","Julianne",,"Nicholson","5ft 9in","5","9.000","1.752600","F"
"3018","Alessandro",,"Nivola","5ft 9in","5","9.000","1.752600","M"
"3019","Samantha",,"Noble","5ft 9in","5","9.000","1.752600","F"
"3020","Gena","Lee","Nolin","5ft 9in","5","9.000","1.752600","F"
"3021","Nancy",,"O'Dell","5ft 9in","5","9.000","1.752600","F"
"3022","Chris",,"O'Donnell","5ft 9in","5","9.000","1.752600","F"
"3023","Jodi","Lyn","O'Keefe","5ft 9in","5","9.000","1.752600","F"
"3024","Dayo",,"Okeniyi","5ft 9in","5","9.000","1.752600","F"
"3025","Edward","James","Olmos","5ft 9in","5","9.000","1.752600","M"
"3026","Carre",,"Otis","5ft 9in","5","9.000","1.752600",
"3027","Gwyneth",,"Paltrow","5ft 9in","5","9.000","1.752600","F"
"3028","Joe",,"Pantoliano","5ft 9in","5","9.000","1.752600","M"
"3029","Grace",,"Park","5ft 9in","5","9.000","1.752600","F"
"3030","Ray",,"Park","5ft 9in","5","9.000","1.752600","M"
"3031","Robert",,"Picardo","5ft 9in","5","9.000","1.752600","M"
"3032","Bronson",,"Pinchot","5ft 9in","5","9.000","1.752600",
"3033","Jonathan",,"Potts","5ft 9in","5","9.000","1.752600","M"
"3034","Jenny",,"Powell","5ft 9in","5","9.000","1.752600","F"
"3035","Paula",,"Prentiss","5ft 9in","5","9.000","1.752600","F"
"3036","Luke",,"Pritchard","5ft 9in","5","9.000","1.752600","M"
"3037","Dizzee",,"Rascal","5ft 9in","5","9.000","1.752600",
"3038","John",,"Ratzenberger","5ft 9in","5","9.000","1.752600","M"
"3039","Lynn",,"Redgrave","5ft 9in","5","9.000","1.752600","F"
"3040","Bridget",,"Regan","5ft 9in","5","9.000","1.752600","F"
"3041","Paul",,"Reubens","5ft 9in","5","9.000","1.752600","M"
"3042","Jonathan","Rhys","Meyers","5ft 9in","5","9.000","1.752600","M"
"3043","Keith",,"Richards","5ft 9in","5","9.000","1.752600","M"
"3044","Ian",,"Richardson","5ft 9in","5","9.000","1.752600","M"
"3045","Krysten",,"Ritter","5ft 9in","5","9.000","1.752600","F"
"3046","Rachel",,"Roberts","5ft 9in","5","9.000","1.752600","F"
"3047","NiCole",,"Robinson","5ft 9in","5","9.000","1.752600","F"
"3048","Henry",,"Rollins","5ft 9in","5","9.000","1.752600","M"
"3049","Beatrice",,"Rosen","5ft 9in","5","9.000","1.752600","F"
"3050","Royce Da","5'","9","5ft 9in","5","9.000","1.752600",
"3051","Paul",,"Rudd","5ft 9in","5","9.000","1.752600","M"
"3052","Katey",,"Sagal","5ft 9in","5","9.000","1.752600","F"
"3053","Carlos",,"Santana","5ft 9in","5","9.000","1.752600","M"
"3054","Roy",,"Scheider","5ft 9in","5","9.000","1.752600","M"
"3055","Adam",,"Scott","5ft 9in","5","9.000","1.752600","M"
"3056","Guy",,"Sebastian","5ft 9in","5","9.000","1.752600","M"
"3057","Evan",,"Seinfeld","5ft 9in","5","9.000","1.752600","M"
"3058","Joan",,"Severance","5ft 9in","5","9.000","1.752600","F"
"3059","Phillip","Seymour","Hoffman","5ft 9in","5","9.000","1.752600","M"
"3060","Jacoby",,"Shaddix","5ft 9in","5","9.000","1.752600",
"3061","Tupac",,"Shakur","5ft 9in","5","9.000","1.752600",
"3062","Anushka",,"Sharma","5ft 9in","5","9.000","1.752600","F"
"3063","William",,"Shatner","5ft 9in","5","9.000","1.752600","M"
"3064","Deepal",,"Shaw","5ft 9in","5","9.000","1.752600",
"3065","Charlie",,"Sheen","5ft 9in","5","9.000","1.752600","F"
"3066","William","Morgan","Sheppard","5ft 9in","5","9.000","1.752600","M"
"3067","Columbus",,"Short","5ft 9in","5","9.000","1.752600",
"3068","John",,"Simm","5ft 9in","5","9.000","1.752600","M"
"3069","Molly",,"Sims","5ft 9in","5","9.000","1.752600","F"
"3070","John",,"Sloan","5ft 9in","5","9.000","1.752600","M"
"3071","Brooke",,"Smith","5ft 9in","5","9.000","1.752600","F"
"3072","Wesley",,"Snipes","5ft 9in","5","9.000","1.752600","M"
"3073","Nancy",,"Stafford","5ft 9in","5","9.000","1.752600","F"
"3074","Sylvester",,"Stallone","5ft 9in","5","9.000","1.752600","M"
"3075","Jason",,"Statham","5ft 9in","5","9.000","1.752600","M"
"3076","Patrick",,"Stewart","5ft 9in","5","9.000","1.752600","M"
"3077","Sara",,"Stewart","5ft 9in","5","9.000","1.752600","F"
"3078","Michael",,"Stipe","5ft 9in","5","9.000","1.752600","M"
"3079","Rachael",,"Stirling","5ft 9in","5","9.000","1.752600","F"
"3080","Amanda",,"Swisten","5ft 9in","5","9.000","1.752600","F"
"3081","Eric",,"Sykes","5ft 9in","5","9.000","1.752600","M"
"3082","Melanie",,"Sykes","5ft 9in","5","9.000","1.752600","F"
"3083","Patricia",,"Tallman","5ft 9in","5","9.000","1.752600","F"
"3084","Hannah","Taylor","Gordon","5ft 9in","5","9.000","1.752600","F"
"3085","John",,"Thaw","5ft 9in","5","9.000","1.752600","M"
"3086","Joe",,"Thomas","5ft 9in","5","9.000","1.752600","M"
"3087","Rob",,"Thomas","5ft 9in","5","9.000","1.752600","M"
"3088","Jonathan",,"Togo","5ft 9in","5","9.000","1.752600","M"
"3089","Carrot",,"Top","5ft 9in","5","9.000","1.752600",
"3090","Spencer",,"Tracy","5ft 9in","5","9.000","1.752600","M"
"3091","Sophie",,"Traub","5ft 9in","5","9.000","1.752600","F"
"3092","Arlene",,"Tur","5ft 9in","5","9.000","1.752600","F"
"3093","Steve",,"Tyler","5ft 9in","5","9.000","1.752600","M"
"3094","Dick",,"Valentine","5ft 9in","5","9.000","1.752600","M"
"3095","Vincent","Van","Patten","5ft 9in","5","9.000","1.752600","M"
"3096","Frankie",,"Vaughan","5ft 9in","5","9.000","1.752600","F"
"3097","Robert",,"Vaughn","5ft 9in","5","9.000","1.752600","M"
"3098","Patricia",,"Velasquez","5ft 9in","5","9.000","1.752600","F"
"3099","Mike",,"Vogel","5ft 9in","5","9.000","1.752600","M"
"3100","Lindsay",,"Wagner","5ft 9in","5","9.000","1.752600","F"
"3101","Fred",,"Ward","5ft 9in","5","9.000","1.752600","M"
"3102","Shayne",,"Ward","5ft 9in","5","9.000","1.752600","M"
"3103","Dick",,"Warlock","5ft 9in","5","9.000","1.752600","M"
"3104","Marc",,"Warren","5ft 9in","5","9.000","1.752600","M"
"3105","Dennis",,"Waterman","5ft 9in","5","9.000","1.752600","M"
"3106","Florence",,"Welch","5ft 9in","5","9.000","1.752600","F"
"3107","Kenneth",,"Welsh","5ft 9in","5","9.000","1.752600","M"
"3108","Timothy",,"West","5ft 9in","5","9.000","1.752600","M"
"3109","Ben",,"Whishaw","5ft 9in","5","9.000","1.752600","M"
"3110","Pharrell",,"Williams","5ft 9in","5","9.000","1.752600",
"3111","Serena",,"Williams","5ft 9in","5","9.000","1.752600","F"
"3112","Peta",,"Wilson","5ft 9in","5","9.000","1.752600","F"
"3113","Michael",,"Wincott","5ft 9in","5","9.000","1.752600","M"
"3114","Marie",,"Windsor","5ft 9in","5","9.000","1.752600","F"
"3115","Tiffani",,"Wood","5ft 9in","5","9.000","1.752600","F"
"3116","Trinny",,"Woodall","5ft 9in","5","9.000","1.752600",
"3117","Sam",,"Worthington","5ft 9in","5","9.000","1.752600","F"
"3118","Sean",,"Young","5ft 9in","5","9.000","1.752600","M"
"3119","Will","Yun","Lee","5ft 9in","5","9.000","1.752600","M"
"3120","Paula",,"Zahn","5ft 9in","5","9.000","1.752600","F"
"3121","Don","S","Davis","5ft 9.25in","5","9.250","1.758950","M"
"3122","Andy",,"Garcia","5ft 9.25in","5","9.250","1.758950","F"
"3123","Paul",,"Gascoigne","5ft 9.25in","5","9.250","1.758950","M"
"3124","Gregory",,"Itzin","5ft 9.25in","5","9.250","1.758950","M"
"3125","Lennie",,"James","5ft 9.25in","5","9.250","1.758950","F"
"3126","Archie",,"Kao","5ft 9.25in","5","9.250","1.758950","M"
"3127","Matt","Le","Blanc","5ft 9.25in","5","9.250","1.758950","M"
"3128","Mario",,"Lopez","5ft 9.25in","5","9.250","1.758950","M"
"3129","Diego",,"Luna","5ft 9.25in","5","9.250","1.758950","M"
"3130","Howie",,"Mandel","5ft 9.25in","5","9.250","1.758950","M"
"3131","Danny",,"Masterson","5ft 9.25in","5","9.250","1.758950","M"
"3132","Jesse",,"McCartney","5ft 9.25in","5","9.250","1.758950","M"
"3133","Harry",,"Melling","5ft 9.25in","5","9.250","1.758950","M"
"3134","Stephen",,"Moyer","5ft 9.25in","5","9.250","1.758950","M"
"3135","Eddie",,"Murphy","5ft 9.25in","5","9.250","1.758950","F"
"3136","Ntare",,"Mwine","5ft 9.25in","5","9.250","1.758950",
"3137","Rachel",,"Nichols","5ft 9.25in","5","9.250","1.758950","F"
"3138","Lena",,"Olin","5ft 9.25in","5","9.250","1.758950","F"
"3139","Hugh",,"Quarshie","5ft 9.25in","5","9.250","1.758950","M"
"3140","Kurt",,"Russell","5ft 9.25in","5","9.250","1.758950","M"
"3141","Alan",,"Scarfe","5ft 9.25in","5","9.250","1.758950","M"
"3142","Ian",,"Somerhalder","5ft 9.25in","5","9.250","1.758950","M"
"3143","Yvonne",,"Strahovski","5ft 9.25in","5","9.250","1.758950","F"
"3144","Justin",,"Theroux","5ft 9.25in","5","9.250","1.758950","M"
"3145","Casper","Van","Dien","5ft 9.25in","5","9.250","1.758950","M"
"3146","Lance",,"Armstrong","5ft 9.5in","5","9.500","1.765300","M"
"3147","Desi",,"Arnaz","5ft 9.5in","5","9.500","1.765300","M"
"3148","David",,"Arquette","5ft 9.5in","5","9.500","1.765300","M"
"3149","Beatrice",,"Arthur","5ft 9.5in","5","9.500","1.765300","F"
"3150","Armand",,"Assante","5ft 9.5in","5","9.500","1.765300","M"
"3151","Sandahl",,"Bergman","5ft 9.5in","5","9.500","1.765300",
"3152","Elizabeth",,"Berkley","5ft 9.5in","5","9.500","1.765300","F"
"3153","John",,"Billingsley","5ft 9.5in","5","9.500","1.765300","M"
"3154","Michael",,"Bolton","5ft 9.5in","5","9.500","1.765300","M"
"3155","Kenneth",,"Branagh","5ft 9.5in","5","9.500","1.765300","M"
"3156","Roy",,"Brocksmith","5ft 9.5in","5","9.500","1.765300","M"
"3157","Horst",,"Buchholz","5ft 9.5in","5","9.500","1.765300","M"
"3158","Richard",,"Burton","5ft 9.5in","5","9.500","1.765300","M"
"3159","Nicky",,"Byrne","5ft 9.5in","5","9.500","1.765300","F"
"3160","James",,"Caan","5ft 9.5in","5","9.500","1.765300","M"
"3161","Naomi",,"Campbell","5ft 9.5in","5","9.500","1.765300","F"
"3162","Richard",,"Chaves","5ft 9.5in","5","9.500","1.765300","M"
"3163","Tommy",,"Chong","5ft 9.5in","5","9.500","1.765300","M"
"3164","Eric",,"Clapton","5ft 9.5in","5","9.500","1.765300","M"
"3165","Margaret",,"Colin","5ft 9.5in","5","9.500","1.765300","F"
"3166","Paddy",,"Considine","5ft 9.5in","5","9.500","1.765300","M"
"3167","Jennifer",,"Coolidge","5ft 9.5in","5","9.500","1.765300","F"
"3168","Alice",,"Cooper","5ft 9.5in","5","9.500","1.765300","F"
"3169","Dominic",,"Cooper","5ft 9.5in","5","9.500","1.765300","M"
"3170","Clayne",,"Crawford","5ft 9.5in","5","9.500","1.765300",
"3171","Bernard",,"Cribbins","5ft 9.5in","5","9.500","1.765300","M"
"3172","Donald",,"Crisp","5ft 9.5in","5","9.500","1.765300","M"
"3173","Alan",,"Cumming","5ft 9.5in","5","9.500","1.765300","M"
"3174","Hugh",,"Dancy","5ft 9.5in","5","9.500","1.765300","M"
"3175","Kassie","De","Paiva","5ft 9.5in","5","9.500","1.765300",
"3176","Dom",,"DeLuise","5ft 9.5in","5","9.500","1.765300","M"
"3177","Patrick",,"Dempsey","5ft 9.5in","5","9.500","1.765300","M"
"3178","John",,"Denver","5ft 9.5in","5","9.500","1.765300","M"
"3179","Janice",,"Dickinson","5ft 9.5in","5","9.500","1.765300","F"
"3180","Hugh",,"Dillon","5ft 9.5in","5","9.500","1.765300","M"
"3181","Sarah",,"Douglas","5ft 9.5in","5","9.500","1.765300","F"
"3182","Robert",,"Duvall","5ft 9.5in","5","9.500","1.765300","M"
"3183","Jakob",,"Dylan","5ft 9.5in","5","9.500","1.765300","M"
"3184","George",,"Dzundza","5ft 9.5in","5","9.500","1.765300","M"
"3185","Robert",,"Englund","5ft 9.5in","5","9.500","1.765300","M"
"3186","Linda",,"Evangelista","5ft 9.5in","5","9.500","1.765300","F"
"3187","Sticky",,"Fingaz","5ft 9.5in","5","9.500","1.765300",
"3188","Robert",,"Forster","5ft 9.5in","5","9.500","1.765300","M"
"3189","Stephen",,"Furst","5ft 9.5in","5","9.500","1.765300","M"
"3190","Vincent",,"Gallo","5ft 9.5in","5","9.500","1.765300","M"
"3191","Mel",,"Gibson","5ft 9.5in","5","9.500","1.765300","F"
"3192","Goldie",,,"5ft 9.5in","5","9.500","1.765300","F"
"3193","Joseph",,"Gordon-Levitt","5ft 9.5in","5","9.500","1.765300","M"
"3194","Michael",,"Greco","5ft 9.5in","5","9.500","1.765300","M"
"3195","Alec",,"Guinness","5ft 9.5in","5","9.500","1.765300","M"
"3196","Angie",,"Harmon","5ft 9.5in","5","9.500","1.765300","F"
"3197","Woody",,"Harrelson","5ft 9.5in","5","9.500","1.765300","M"
"3198","Natasha",,"Henstridge","5ft 9.5in","5","9.500","1.765300","F"
"3199","David",,"Hewlett","5ft 9.5in","5","9.500","1.765300","M"
"3200","Benny",,"Hill","5ft 9.5in","5","9.500","1.765300","M"
"3201","William",,"Hope","5ft 9.5in","5","9.500","1.765300","M"
"3202","Anjelica",,"Huston","5ft 9.5in","5","9.500","1.765300","F"
"3203","David","Hyde","Pierce","5ft 9.5in","5","9.500","1.765300","M"
"3204","Michael",,"Ironside","5ft 9.5in","5","9.500","1.765300","M"
"3205","Chris",,"Jericho","5ft 9.5in","5","9.500","1.765300","F"
"3206","Boris",,"Johnson","5ft 9.5in","5","9.500","1.765300","M"
"3207","Don",,"Johnson","5ft 9.5in","5","9.500","1.765300","M"
"3208","Michael",,"Keaton","5ft 9.5in","5","9.500","1.765300","M"
"3209","Ross",,"Kemp","5ft 9.5in","5","9.500","1.765300","M"
"3210","Kerri",,"Kenney","5ft 9.5in","5","9.500","1.765300","F"
"3211","Greg",,"Kinnear","5ft 9.5in","5","9.500","1.765300","M"
"3212","Sally",,"Kirkland","5ft 9.5in","5","9.500","1.765300","F"
"3213","Jason","Scott","Lee","5ft 9.5in","5","9.500","1.765300","M"
"3214","Elyse",,"Levesque","5ft 9.5in","5","9.500","1.765300","F"
"3215","Eugene",,"Levy","5ft 9.5in","5","9.500","1.765300","M"
"3216","Geoffrey",,"Lewis","5ft 9.5in","5","9.500","1.765300","M"
"3217","Gary",,"Lineker","5ft 9.5in","5","9.500","1.765300","M"
"3218","Matt",,"Long","5ft 9.5in","5","9.500","1.765300","M"
"3219","Kevin",,"Lyttle","5ft 9.5in","5","9.500","1.765300","M"
"3220","Camryn",,"Manheim","5ft 9.5in","5","9.500","1.765300","F"
"3221","Benito",,"Martinez","5ft 9.5in","5","9.500","1.765300","M"
"3222","Mase",,,"5ft 9.5in","5","9.500","1.765300",
"3223","Sharon",,"Maughan","5ft 9.5in","5","9.500","1.765300","F"
"3224","Marc",,"McClure","5ft 9.5in","5","9.500","1.765300","M"
"3225","Ewan",,"McGregor","5ft 9.5in","5","9.500","1.765300","M"
"3226","Gavin",,"McLeod","5ft 9.5in","5","9.500","1.765300","M"
"3227","Jesse",,"Metcalfe","5ft 9.5in","5","9.500","1.765300","M"
"3228","Max",,"Minghella","5ft 9.5in","5","9.500","1.765300","M"
"3229","Jimi",,"Mistry","5ft 9.5in","5","9.500","1.765300","M"
"3230","Huey",,"Morgan","5ft 9.5in","5","9.500","1.765300","M"
"3231","Barry",,"Morse","5ft 9.5in","5","9.500","1.765300","M"
"3232","William",,"Moseley","5ft 9.5in","5","9.500","1.765300","M"
"3233","Dermot",,"Mulroney","5ft 9.5in","5","9.500","1.765300","M"
"3234","Kate",,"Nauta","5ft 9.5in","5","9.500","1.765300","F"
"3235","Judd",,"Nelson","5ft 9.5in","5","9.500","1.765300","M"
"3236","Paul",,"Newman","5ft 9.5in","5","9.500","1.765300","M"
"3237","Paul",,"Nicholas","5ft 9.5in","5","9.500","1.765300","M"
"3238","Jack",,"Nicholson","5ft 9.5in","5","9.500","1.765300","M"
"3239","Paolo",,"Nutini","5ft 9.5in","5","9.500","1.765300","M"
"3240","Ozzy",,"Osbourne","5ft 9.5in","5","9.500","1.765300","M"
"3241","Craig",,"Parker","5ft 9.5in","5","9.500","1.765300","M"
"3242","Jason",,"Patric","5ft 9.5in","5","9.500","1.765300","M"
"3243","Pauley",,"Perrette","5ft 9.5in","5","9.500","1.765300",
"3244","Luke",,"Perry","5ft 9.5in","5","9.500","1.765300","M"
"3245","Mekhi",,"Phifer","5ft 9.5in","5","9.500","1.765300",
"3246","Colleen",,"Porch","5ft 9.5in","5","9.500","1.765300","F"
"3247","Tyler",,"Posey","5ft 9.5in","5","9.500","1.765300","M"
"3248","Jason",,"Ritter","5ft 9.5in","5","9.500","1.765300","M"
"3249","Geraldo",,"Rivera","5ft 9.5in","5","9.500","1.765300","M"
"3250","Jason",,"Robards","5ft 9.5in","5","9.500","1.765300","M"
"3251","Eric",,"Roberts","5ft 9.5in","5","9.500","1.765300","M"
"3252","Mark",,"Ryan","5ft 9.5in","5","9.500","1.765300","M"
"3253","Andy",,"Samberg","5ft 9.5in","5","9.500","1.765300","F"
"3254","Adam",,"Sandler","5ft 9.5in","5","9.500","1.765300","M"
"3255","Richard",,"Schiff","5ft 9.5in","5","9.500","1.765300","M"
"3256","Rick",,"Schroder","5ft 9.5in","5","9.500","1.765300","M"
"3257","John",,"Sharian","5ft 9.5in","5","9.500","1.765300","M"
"3258","Russell",,"Simmons","5ft 9.5in","5","9.500","1.765300","M"
"3259","Frank",,"Skinner","5ft 9.5in","5","9.500","1.765300","M"
"3260","Jean",,"Smart","5ft 9.5in","5","9.500","1.765300","F"
"3261","Lauren","Lee","Smith","5ft 9.5in","5","9.500","1.765300","F"
"3262","Mira",,"Sorvino","5ft 9.5in","5","9.500","1.765300","F"
"3263","James",,"Spader","5ft 9.5in","5","9.500","1.765300","M"
"3264","Bruce",,"Springsteen","5ft 9.5in","5","9.500","1.765300","M"
"3265","Nathan",,"Stephenson","5ft 9.5in","5","9.500","1.765300","M"
"3266","Martha",,"Stewart","5ft 9.5in","5","9.500","1.765300","F"
"3267","Taylor",,"Swift","5ft 9.5in","5","9.500","1.765300","F"
"3268","Faran",,"Tahir","5ft 9.5in","5","9.500","1.765300",
"3269","Analeigh",,"Tipton","5ft 9.5in","5","9.500","1.765300",
"3270","James",,"Toney","5ft 9.5in","5","9.500","1.765300","M"
"3271","Peter",,"Tork","5ft 9.5in","5","9.500","1.765300","M"
"3272","Alex",,"Turner","5ft 9.5in","5","9.500","1.765300","F"
"3273","Gaspard",,"Ulliel","5ft 9.5in","5","9.500","1.765300","M"
"3274","Jean Claude","Van","Damme","5ft 9.5in","5","9.500","1.765300",
"3275","Dick","Van","Patten","5ft 9.5in","5","9.500","1.765300","M"
"3276","Charlie",,"Weber","5ft 9.5in","5","9.500","1.765300","F"
"3277","Ray",,"Winstone","5ft 9.5in","5","9.500","1.765300","M"
"3278","Ray",,"Wise","5ft 9.5in","5","9.500","1.765300","M"
"3279","Caroline",,"Wozniacki","5ft 9.5in","5","9.500","1.765300","F"
"3280","Jeffrey",,"Wright","5ft 9.5in","5","9.500","1.765300","M"
"3281","Simon",,"Baker","5ft 9.75in","5","9.750","1.771650","M"
"3282","Michael",,"Buble","5ft 9.75in","5","9.750","1.771650","M"
"3283","Steve",,"Coogan","5ft 9.75in","5","9.750","1.771650","M"
"3284","Thomas",,"Dekker","5ft 9.75in","5","9.750","1.771650","M"
"3285","Robin",,"Dunne","5ft 9.75in","5","9.750","1.771650","F"
"3286","George",,"Eads","5ft 9.75in","5","9.750","1.771650","M"
"3287","Stanislav",,"Ianevski","5ft 9.75in","5","9.750","1.771650","M"
"3288","Wallace",,"Langham","5ft 9.75in","5","9.750","1.771650","M"
"3289","Queen",,"Latifah","5ft 9.75in","5","9.750","1.771650","F"
"3290","Jane",,"Leeves","5ft 9.75in","5","9.750","1.771650","F"
"3291","Mandy",,"Moore","5ft 9.75in","5","9.750","1.771650","F"
"3292","Bridget",,"Moynahan","5ft 9.75in","5","9.750","1.771650","F"
"3293","Billy",,"Murray","5ft 9.75in","5","9.750","1.771650","M"
"3294","Amaury",,"Nolasco","5ft 9.75in","5","9.750","1.771650","M"
"3295","Steve",,"O","5ft 9.75in","5","9.750","1.771650","M"
"3296","James",,"Pax","5ft 9.75in","5","9.750","1.771650","M"
"3297","Sendhil",,"Ramamurthy","5ft 9.75in","5","9.750","1.771650",
"3298","Zach",,"Roerig","5ft 9.75in","5","9.750","1.771650","M"
"3299","Tony",,"Shalhoub","5ft 9.75in","5","9.750","1.771650","M"
"3300","Tucker",,"Smallwood","5ft 9.75in","5","9.750","1.771650","M"
"3301","Kevin",,"Spacey","5ft 9.75in","5","9.750","1.771650","M"
"3302","Charlize",,"Theron","5ft 9.75in","5","9.750","1.771650","F"
"3303","Russell",,"Tovey","5ft 9.75in","5","9.750","1.771650","M"
"3304","Elizabeth",,"Wilson","5ft 9.75in","5","9.750","1.771650","F"
"3305","F. Murray",,"Abraham","5ft 10in","5","10.000","1.778000",
"3306","Scott",,"Adkins","5ft 10in","5","10.000","1.778000","M"
"3307","Akon",,,"5ft 10in","5","10.000","1.778000",
"3308","Joan",,"Allen","5ft 10in","5","10.000","1.778000","F"
"3309","Tony",,"Amendola","5ft 10in","5","10.000","1.778000","M"
"3310","Ronni",,"Ancona","5ft 10in","5","10.000","1.778000",
"3311","Mini",,"Anden","5ft 10in","5","10.000","1.778000",
"3312","Miles",,"Anderson","5ft 10in","5","10.000","1.778000","M"
"3313","Erin",,"Andrews","5ft 10in","5","10.000","1.778000","F"
"3314","Kurt",,"Angle","5ft 10in","5","10.000","1.778000","M"
"3315","Jeffrey",,"Archer","5ft 10in","5","10.000","1.778000","M"
"3316","Alan",,"Arkin","5ft 10in","5","10.000","1.778000","M"
"3317","Matthew","John","Armstrong","5ft 10in","5","10.000","1.778000","M"
"3318","Eion",,"Bailey","5ft 10in","5","10.000","1.778000",
"3319","Conrad",,"Bain","5ft 10in","5","10.000","1.778000","M"
"3320","Scott",,"Baio","5ft 10in","5","10.000","1.778000","M"
"3321","Patrick",,"Baladi","5ft 10in","5","10.000","1.778000","M"
"3322","Zoe",,"Ball","5ft 10in","5","10.000","1.778000","F"
"3323","Alex",,"Band","5ft 10in","5","10.000","1.778000","F"
"3324","Tyra",,"Banks","5ft 10in","5","10.000","1.778000","F"
"3325","Jacinda",,"Barrett","5ft 10in","5","10.000","1.778000","F"
"3326","David","Alan","Basche","5ft 10in","5","10.000","1.778000","M"
"3327","Max",,"Beesley","5ft 10in","5","10.000","1.778000","M"
"3328","Gil",,"Bellows","5ft 10in","5","10.000","1.778000","M"
"3329","Andre",,"Benjamin","5ft 10in","5","10.000","1.778000","M"
"3330","Chester",,"Bennington","5ft 10in","5","10.000","1.778000","M"
