year,sex,rank,name,size,perc,total_size,total_perc
1984,M,55,Kenneth,151,0.4,21807,61.6
1981,M,51,Shawn,151,0.4,21463,60.0
1980,M,51,Peter,151,0.4,21061,60.5
2013,F,25,Penelope,150,0.4,6040,14.5
2013,F,26,Zoey,150,0.4,6190,14.8
2013,M,53,Josiah,150,0.3,12634,28.2
2012,F,28,Addison,150,0.4,"6,675",15.6
2012,F,29,Aubrey,150,0.4,"6,825",16.0
2008,F,27,Sarah,150,0.3,"6,908",15.6
2003,M,59,Cole,150,0.4,15536,37.9
2000,F,37,Morgan,150,0.4,9414,23.9
2000,M,59,Blake,150,0.4,17002,40.9
2000,M,60,Eric,150,0.4,17152,41.3
1999,F,35,Kaitlyn,150,0.4,9042,23.3
1998,F,36,Brianna,150,0.4,9210,23.7
1998,F,37,Kaitlyn,150,0.4,9360,24.1
1998,M,63,Sean,150,0.4,18034,44.1
1996,F,40,Danielle,150,0.4,9790,25.9
1996,M,57,Gabriel,150,0.4,17758,44.4
1995,M,50,Dakota,150,0.4,17117,43.6
1985,M,54,Chad,150,0.4,21632,60.3
1985,M,55,Jordan,150,0.4,21782,60.8
1984,F,40,Kristina,150,0.4,12769,38.1
2013,M,54,Christopher,149,0.3,12783,28.5
2012,M,54,Aaron,149,0.3,13023,29.1
2012,M,55,Julian,149,0.3,13172,29.5
2012,M,56,Parker,149,0.3,13321,29.8
2012,M,57,Zachary,149,0.3,13470,30.1
2009,F,25,Audrey,149,0.3,6413,14.7
2009,M,59,Adrian,149,0.3,"14,705",32.2
2006,M,62,Kevin,149,0.3,"15,924",35.8
2003,F,27,Rachel,149,0.4,7250,18.4
2002,M,58,Brian,149,0.4,15844,39.2
2002,M,59,Riley,149,0.4,15993,39.5
1998,F,38,Jasmine,149,0.4,9509,24.5
1997,F,37,Sierra,149,0.4,9516,25.0
1997,M,61,Timothy,149,0.4,18026,45.0
1997,M,62,Trevor,149,0.4,18175,45.4
1995,F,37,Madeline,149,0.4,9719,25.6
1994,F,37,Jordan,149,0.4,10195,27.0
1994,F,38,Michelle,149,0.4,10344,27.4
1994,M,52,Blake,149,0.4,18372,46.4
1993,M,56,Patrick,149,0.4,19762,49.1
1991,M,60,Evan,149,0.4,22581,55.2
1989,M,61,Mark,149,0.4,22576,58.5
1984,M,56,Gregory,149,0.4,21956,62.0
1983,F,40,Anna,149,0.4,13087,39.3
1982,M,52,Chad,149,0.4,21490,60.5
2013,F,27,Lillian,148,0.4,6338,15.2
2013,M,55,Parker,148,0.3,12931,28.9
2012,M,58,Tyler,148,0.3,13618,30.5
2010,F,25,Amelia,148,0.4,"6,098",14.4
2010,F,26,Anna,148,0.4,"6,246",14.8
2009,M,60,Blake,148,0.3,"14,853",32.5
2008,M,65,Blake,148,0.3,"15,969",34.6
2006,F,30,Sydney,148,0.3,7455,17.6
2006,M,63,Nathaniel,148,0.3,"16,072",36.1
2004,F,30,Lily,148,0.4,7524,19.0
2003,F,28,Zoe,148,0.4,7398,18.7
2003,M,60,Cody,148,0.4,15684,38.2
2003,M,61,Nathaniel,148,0.4,15832,38.6
2001,F,32,Morgan,148,0.4,8254,21.2
2001,M,58,Ian,148,0.4,15997,39.4
1998,F,39,Sophia,148,0.4,9657,24.9
1996,F,41,Mariah,148,0.4,9938,26.2
1996,M,58,Taylor,148,0.4,17906,44.8
1994,F,39,Sara,148,0.4,10492,27.8
1992,F,41,Mackenzie,148,0.4,12118,31.3
1992,M,63,Garrett,148,0.4,22269,54.1
1991,F,46,Maria,148,0.4,13610,34.9
1991,M,61,Mark,148,0.4,22729,55.6
1984,F,41,Tara,148,0.4,12917,38.5
1984,M,57,Samuel,148,0.4,22104,62.4
1982,F,40,Alicia,148,0.4,12724,37.5
1980,F,38,Alicia,148,0.4,12279,37.2
2013,F,28,Hannah,147,0.4,6485,15.5
2013,M,56,Brayden,147,0.3,13078,29.2
2011,M,59,Carson,147,0.3,14080,31.6
2009,M,61,Julian,147,0.3,"15,000",32.8
2009,M,62,Tristan,147,0.3,"15,147",33.2
2008,F,28,Savannah,147,0.3,"7,055",16.0
2008,M,66,Oliver,147,0.3,"16,116",35.0
2007,M,64,Riley,147,0.3,16287,35.6
2006,F,31,Lillian,147,0.3,7602,18.0
2006,M,64,Henry,147,0.3,"16,219",36.4
2005,M,60,Kaden,147,0.3,15287,36.1
2005,M,61,Nathaniel,147,0.3,15434,36.5
2004,F,31,Megan,147,0.4,7671,19.4
2004,M,61,Juan,147,0.3,15797,37.5
2001,M,59,Aidan,147,0.4,16144,39.7
2001,M,60,Sean,147,0.4,16291,40.1
2000,F,38,Haley,147,0.4,9561,24.2
2000,M,61,Trevor,147,0.4,17299,41.6
1998,M,64,Tristan,147,0.4,18181,44.5
1996,M,59,Jason,147,0.4,18053,45.1
1995,M,51,Caleb,147,0.4,17264,44.0
1995,M,52,Evan,147,0.4,17411,44.4
1994,M,53,Spencer,147,0.4,18519,46.8
1994,M,54,Travis,147,0.4,18666,47.2
1991,F,47,Ariel,147,0.4,13757,35.2
1991,M,62,Alex,147,0.4,22876,55.9
1988,M,57,Austin,147,0.4,21757,58.5
1987,M,54,Ian,147,0.4,21247,58.8
1984,F,42,Kathryn,147,0.4,13064,39.0
1983,M,52,Gregory,147,0.4,21773,61.6
1982,F,41,Kristin,147,0.4,12871,37.9
2013,M,57,Gavin,146,0.3,13224,29.5
2012,F,30,Sofia,146,0.3,"6,971",16.3
2012,M,59,Colton,146,0.3,13764,30.8
2009,F,26,Ashley,146,0.3,6559,15.1
2009,M,63,Kevin,146,0.3,"15,293",33.5
2007,F,30,Lillian,146,0.3,7569,17.5
2003,M,62,Lucas,146,0.4,15978,39.0
2002,F,30,Rachel,146,0.4,7724,20.0
2000,M,62,Jackson,146,0.4,17445,42.0
2000,M,63,Tanner,146,0.4,17591,42.3
1996,M,60,Isaiah,146,0.4,18199,45.5
1995,M,53,Gabriel,146,0.4,17557,44.7
1994,M,55,Evan,146,0.4,18812,47.5
1994,M,56,Richard,146,0.4,18958,47.9
1993,M,57,Richard,146,0.4,19908,49.4
1992,F,42,Jordan,146,0.4,12264,31.7
1990,F,46,Lindsey,146,0.4,14234,36.7
1990,M,60,Mark,146,0.4,23246,57.2
1987,F,42,Mary,146,0.4,13016,38.2
1983,M,53,Shawn,146,0.4,21919,62.0
1982,F,42,Heidi,146,0.4,13017,38.3
1982,M,53,Ian,146,0.4,21636,60.9
1982,M,54,Shawn,146,0.4,21782,61.3
2013,F,29,Victoria,145,0.3,6630,15.9
2011,F,29,Claire,145,0.3,"6,765",16.0
2010,F,27,Audrey,145,0.3,"6,391",15.1
2009,M,64,Chase,145,0.3,"15,438",33.8
2009,M,65,Cole,145,0.3,"15,583",34.1
2005,M,62,Cody,145,0.3,15579,36.8
2003,M,63,Eric,145,0.4,16123,39.3
2003,M,64,Thomas,145,0.4,16268,39.7
1996,F,42,Mackenzie,145,0.4,10083,26.6
1995,F,38,Natalie,145,0.4,9864,26.0
1994,F,40,Maria,145,0.4,10637,28.1
1993,M,58,Alex,145,0.4,20053,49.8
1992,F,43,Laura,145,0.4,12409,32.1
1991,F,48,Brianna,145,0.4,13902,35.6
1990,F,47,Kathryn,145,0.4,14379,37.1
1987,F,43,Courtney,145,0.4,13161,38.6
1983,M,54,Jordan,145,0.4,22064,62.4
1981,F,40,Courtney,145,0.4,12952,38.1
1981,M,52,Chad,145,0.4,21608,60.4
1981,M,53,Zachary,145,0.4,21753,60.8
1980,F,39,Kristina,145,0.4,12424,37.7
2013,M,58,Austin,144,0.3,13368,29.9
2013,M,59,Hudson,144,0.3,13512,30.2
2012,M,60,Christopher,144,0.3,13908,31.1
2010,M,59,Charles,144,0.3,14248,32.2
2010,M,60,Jose,144,0.3,14392,32.5
2008,M,67,Cameron,144,0.3,"16,260",35.3
2007,M,65,Julian,144,0.3,16431,36.0
2007,M,66,Robert,144,0.3,16575,36.3
2006,M,65,Justin,144,0.3,"16,363",36.7
2004,F,32,Kylie,144,0.4,7815,19.7
2004,M,62,Kyle,144,0.3,15941,37.9
2003,F,29,Megan,144,0.4,7542,19.1
2001,F,33,Katherine,144,0.4,8398,21.6
2000,M,64,Luke,144,0.3,17735,42.7
1999,F,36,Morgan,144,0.4,9186,23.7
1999,M,61,Luke,144,0.4,17487,42.8
1998,F,40,Courtney,144,0.4,9801,25.3
1998,F,41,Grace,144,0.4,9945,25.6
1997,M,63,Elijah,144,0.4,18319,45.8
1996,M,61,Evan,144,0.4,18343,45.8
1996,M,62,Nathaniel,144,0.4,18487,46.2
1996,M,63,Steven,144,0.4,18631,46.6
1995,F,39,Christina,144,0.4,10008,26.3
1995,M,54,Hunter,144,0.4,17701,45.1
1995,M,55,Jared,144,0.4,17845,45.5
1992,M,64,Nathaniel,144,0.3,22413,54.4
1990,M,61,Alex,144,0.4,23390,57.5
1989,F,44,Caitlin,144,0.4,13767,37.3
1985,F,39,Anna,144,0.4,12962,37.7
1983,F,41,Lauren,144,0.4,13231,39.7
1982,M,55,Samuel,144,0.4,21926,61.7
1980,M,52,Gregory,144,0.4,21205,60.9
1980,M,53,Joel,144,0.4,21349,61.3
2013,F,30,Zoe,143,0.3,6773,16.2
2012,M,61,Thomas,143,0.3,14051,31.4
2010,M,61,Colton,143,0.3,14535,32.9
2008,M,68,Aidan,143,0.3,"16,403",35.6
2007,M,67,Brayden,143,0.3,16718,36.6
2007,M,68,Justin,143,0.3,16861,36.9
2005,M,63,Kevin,143,0.3,15722,37.1
2004,F,33,Katherine,143,0.4,7958,20.1
2000,F,39,Brianna,143,0.4,9704,24.6
1999,M,62,Blake,143,0.4,17630,43.2
1999,M,63,Eric,143,0.4,17773,43.5
1999,M,64,Ian,143,0.4,17916,43.9
1996,F,43,Natalie,143,0.4,10226,27.0
1995,F,40,Mackenzie,143,0.4,10151,26.7
1995,F,41,Maria,143,0.4,10294,27.1
1995,F,42,Melissa,143,0.4,10437,27.5
1995,M,56,Nathaniel,143,0.4,17988,45.8
1994,F,41,Abigail,143,0.4,10780,28.5
1993,M,59,Charles,143,0.4,20196,50.2
1993,M,60,Mitchell,143,0.4,20339,50.5
1991,M,63,Jose,143,0.3,23019,56.3
1989,F,45,Brittney,143,0.4,13910,37.7
1988,F,44,Whitney,143,0.4,13322,37.7
1985,F,40,Kathryn,143,0.4,13105,38.1
1985,F,41,Lindsay,143,0.4,13248,38.5
1982,F,43,April,143,0.4,13160,38.8
1982,M,56,Kenneth,143,0.4,22069,62.1
2013,M,60,Ryder,142,0.3,13654,30.5
2011,M,60,Zachary,142,0.3,14222,31.9
2008,F,29,Kaylee,142,0.3,"7,197",16.3
2008,M,69,Robert,142,0.3,"16,545",35.9
2007,M,69,Charles,142,0.3,17003,37.2
2006,M,66,Jason,142,0.3,"16,505",37.1
2006,M,67,Jesus,142,0.3,"16,647",37.4
2006,M,68,Tristan,142,0.3,"16,789",37.7
2005,M,64,Ian,142,0.3,15864,37.5
2003,F,30,Faith,142,0.4,7684,19.5
2003,F,31,Julia,142,0.4,7826,19.8
2002,M,60,Blake,142,0.4,16135,39.9
2001,M,61,Gavin,142,0.3,16433,40.5
1999,F,37,Savannah,142,0.4,9328,24.1
1998,F,42,Mackenzie,142,0.4,10087,26.0
1998,M,65,Elijah,142,0.3,18323,44.9
1998,M,66,Jason,142,0.3,18465,45.2
1997,F,38,Madeline,142,0.4,9658,25.3
1994,F,42,Allison,142,0.4,10922,28.9
1993,M,61,Blake,142,0.4,20481,50.9
1993,M,62,Scott,142,0.4,20623,51.2
1992,F,44,Sara,142,0.4,12551,32.4
1991,F,49,Mariah,142,0.4,14044,36.0
1986,M,54,Bradley,142,0.4,21114,59.4
1986,M,55,Peter,142,0.4,21256,59.8
1983,F,42,Kathryn,142,0.4,13373,40.1
1983,F,43,Kristina,142,0.4,13515,40.6
1981,M,54,Shane,142,0.4,21895,61.2
2013,M,61,Cameron,141,0.3,13795,30.8
2012,M,62,Christian,141,0.3,14192,31.8
2012,M,63,Cooper,141,0.3,14333,32.1
2010,F,28,Sofia,141,0.3,"6,532",15.5
2009,F,27,Sarah,141,0.3,6700,15.4
2009,M,66,Charles,141,0.3,"15,724",34.4
2009,M,67,Riley,141,0.3,"15,865",34.7
2004,M,63,Robert,141,0.3,16082,38.2
2003,F,32,Kayla,141,0.4,7967,20.2
2001,M,62,Colby,141,0.3,16574,40.8
2000,F,40,Alexandra,141,0.4,9845,25.0
1999,M,65,Seth,141,0.3,18057,44.2
1996,F,44,Jasmine,141,0.4,10367,27.4
1996,M,64,Dakota,141,0.4,18772,46.9
1994,F,43,Kaitlyn,141,0.4,11063,29.3
1991,F,50,Caitlin,141,0.4,14185,36.3
1990,F,48,Kimberly,141,0.4,14520,37.4
1989,F,46,Kristina,141,0.4,14051,38.1
1988,F,45,Kathryn,141,0.4,13463,38.1
1988,M,58,Alex,141,0.4,21898,58.9
1988,M,59,Peter,141,0.4,22039,59.3
1986,M,56,Shawn,141,0.4,21397,60.2
1985,M,56,Joel,141,0.4,21923,61.2
1984,F,43,Cassandra,141,0.4,13205,39.4
1984,M,58,Peter,141,0.4,22245,62.8
2011,M,61,Thomas,140,0.3,14362,32.2
2010,M,62,Aaron,140,0.3,14675,33.2
2009,F,28,Sofia,140,0.3,6840,15.7
2007,F,31,Claire,140,0.3,7709,17.8
2003,F,33,Katherine,140,0.4,8107,20.5
2001,F,34,Maria,140,0.4,8538,21.9
1999,F,38,Chloe,140,0.4,9468,24.4
1999,F,39,Mackenzie,140,0.4,9608,24.8
1998,F,43,Mariah,140,0.4,10227,26.4
1997,M,64,Brian,140,0.3,18459,46.1
1996,M,65,Colton,140,0.3,18912,47.3
1996,M,66,Jeremy,140,0.3,19052,47.6
1992,M,65,Blake,140,0.3,22553,54.8
1992,M,66,Mitchell,140,0.3,22693,55.1
1990,F,49,Victoria,140,0.4,14660,37.8
1989,F,47,Brianna,140,0.4,14191,38.5
1988,M,60,Evan,140,0.4,22179,59.7
1986,F,40,Anna,140,0.4,12640,37.3
1986,F,41,Kathryn,140,0.4,12780,37.7
1986,M,57,Gregory,140,0.4,21537,60.6
1985,F,42,Chelsea,140,0.4,13388,39.0
1985,F,43,Kelsey,140,0.4,13528,39.4
1985,F,44,Kristen,140,0.4,13668,39.8
1982,F,44,Courtney,140,0.4,13300,39.2
1981,M,55,Peter,140,0.4,22035,61.6
1980,M,54,Bryan,140,0.4,21489,61.7
2011,M,62,Blake,139,0.3,14501,32.5
2007,M,70,Cooper,139,0.3,17142,37.5
2006,M,69,Aaron,139,0.3,"16,928",38.0
2005,M,65,Alex,139,0.3,16003,37.8
2003,F,34,Jasmine,139,0.4,8246,20.9
2002,M,61,Adam,139,0.3,16274,40.2
2001,F,35,Brianna,139,0.4,8677,22.3
2001,M,63,Blake,139,0.3,16713,41.1
1997,F,39,Stephanie,139,0.4,9797,25.7
1997,M,65,Sean,139,0.3,18598,46.5
1996,F,45,Kelsey,139,0.4,10506,27.7
1995,F,43,Allison,139,0.4,10576,27.8
1995,F,44,Emma,139,0.4,10715,28.2
1995,F,45,Shelby,139,0.4,10854,28.6
1995,M,57,Blake,139,0.4,18127,46.2
1994,F,44,Jasmine,139,0.4,11202,29.6
1994,F,45,Olivia,139,0.4,11341,30.0
1993,F,43,Christina,139,0.4,11658,30.3
1993,M,63,Nathaniel,139,0.3,20762,51.6
1992,F,45,Tiffany,139,0.4,12690,32.8
1990,F,50,Kelly,139,0.4,14799,38.2
1990,M,62,Jose,139,0.3,23529,57.9
1988,F,46,Hannah,139,0.4,13602,38.5
1988,M,61,Gregory,139,0.4,22318,60.0
1986,M,58,Kenneth,139,0.4,21676,61.0
1985,F,45,Tara,139,0.4,13807,40.2
1984,F,44,Holly,139,0.4,13344,39.8
2011,F,30,Alexis,138,0.3,"6,903",16.3
2011,M,63,Jose,138,0.3,14639,32.8
2010,F,29,Brooklyn,138,0.3,"6,670",15.8
2007,M,71,Ian,138,0.3,17280,37.8
2002,F,31,Mackenzie,138,0.4,7862,20.4
2002,F,32,Madeline,138,0.4,8000,20.8
2001,F,36,Kaitlyn,138,0.4,8815,22.6
2001,M,64,Eric,138,0.3,16851,41.5
2001,M,65,Tanner,138,0.3,16989,41.8
2000,F,41,Mackenzie,138,0.3,9983,25.3
2000,F,42,Sierra,138,0.3,10121,25.7
1999,M,66,Brian,138,0.3,18195,44.6
1998,M,67,Blake,138,0.3,18603,45.5
1997,F,40,Danielle,138,0.4,9935,26.1
1997,F,41,Maria,138,0.4,10073,26.4
1995,M,58,Ian,138,0.4,18265,46.5
1995,M,59,Logan,138,0.4,18403,46.9
1995,M,60,Spencer,138,0.4,18541,47.2
1993,F,44,Erin,138,0.4,11796,30.6
1993,M,64,Devin,138,0.3,20900,51.9
1993,M,65,Spencer,138,0.3,21038,52.3
1990,M,63,Ethan,138,0.3,23667,58.2
1988,F,47,Cassandra,138,0.4,13740,38.9
1988,M,62,Bryan,138,0.4,22456,60.4
1987,M,55,Shane,138,0.4,21385,59.2
1985,F,46,Mary,138,0.4,13945,40.6
1984,F,45,Kristen,138,0.4,13482,40.2
1984,M,59,Casey,138,0.4,22383,63.2
1982,F,45,Erica,138,0.4,13438,39.6
1982,M,57,Erik,138,0.4,22207,62.5
2013,M,62,Charles,137,0.3,13932,31.1
2012,F,31,Allison,137,0.3,"7,108",16.6
2009,M,68,Cooper,137,0.3,"16,002",35.0
2007,F,32,Savannah,137,0.3,7846,18.2
2007,M,72,Josiah,137,0.3,17417,38.1
2006,M,70,Charles,137,0.3,"17,065",38.3
2006,M,71,Kaden,137,0.3,"17,202",38.6
2004,M,64,Nathaniel,137,0.3,16219,38.5
2003,F,35,Mia,137,0.3,8383,21.2
2003,M,65,Angel,137,0.3,16405,40.0
1999,F,40,Haley,137,0.4,9745,25.1
1998,F,44,Maria,137,0.4,10364,26.7
1997,F,42,Mackenzie,137,0.4,10210,26.8
1995,F,46,Jasmine,137,0.4,10991,28.9
1994,M,57,Jeremy,137,0.3,19095,48.3
1988,M,63,Cory,137,0.4,22593,60.8
1986,F,42,Chelsea,137,0.4,12917,38.2
1985,F,47,Erica,137,0.4,14082,41.0
1985,F,48,Shannon,137,0.4,14219,41.4
1984,F,46,Samantha,137,0.4,13619,40.6
1983,M,55,Peter,137,0.4,22201,62.8
1980,M,55,Jared,137,0.4,21626,62.1
1980,M,56,Stephen,137,0.4,21763,62.5
2013,M,63,Thomas,136,0.3,14068,31.4
2011,F,31,Avery,136,0.3,"7,039",16.6
2010,M,63,Kevin,136,0.3,14811,33.5
2008,F,30,Amelia,136,0.3,"7,333",16.6
2008,M,70,Josiah,136,0.3,"16,681",36.2
2008,M,71,Julian,136,0.3,"16,817",36.5
2005,F,30,Audrey,136,0.3,7345,18.2
2005,M,66,Juan,136,0.3,16139,38.1
2003,F,36,Jennifer,136,0.3,8519,21.6
2001,F,37,Mackenzie,136,0.3,8951,23.0
2001,F,38,Savannah,136,0.3,9087,23.3
2001,M,66,Juan,136,0.3,17125,42.2
1998,F,45,Stephanie,136,0.4,10500,27.1
1994,M,58,Devin,136,0.3,19231,48.6
1994,M,59,Garrett,136,0.3,19367,48.9
1994,M,60,Jared,136,0.3,19503,49.3
1994,M,61,Mitchell,136,0.3,19639,49.6
1993,F,45,Katie,136,0.4,11932,31.0
1992,M,67,Devin,136,0.3,22829,55.4
1992,M,68,Mark,136,0.3,22965,55.8
1990,M,64,Casey,136,0.3,23803,58.5
1989,F,48,Angela,136,0.4,14327,38.8
1989,F,49,Crystal,136,0.4,14463,39.2
1988,F,48,Kristina,136,0.4,13876,39.3
1986,F,43,Erica,136,0.4,13053,38.6
1986,M,59,Chad,136,0.4,21812,61.4
1983,F,44,Erica,136,0.4,13651,41.0
1983,F,45,Holly,136,0.4,13787,41.4
2013,F,31,Samantha,135,0.3,6908,16.5
2013,M,64,Aaron,135,0.3,14203,31.7
2013,M,65,Grayson,135,0.3,14338,32.0
2010,M,64,Nicholas,135,0.3,14946,33.8
2009,M,69,Robert,135,0.3,"16,137",35.3
2008,F,31,Alyssa,135,0.3,"7,468",16.9
2008,F,32,Sofia,135,0.3,"7,603",17.2
2008,M,72,Thomas,135,0.3,"16,952",36.8
2006,F,32,Savannah,135,0.3,7737,18.3
2006,M,72,Hayden,135,0.3,"17,337",38.9
2003,M,66,Jayden,135,0.3,16540,40.3
2002,M,62,Juan,135,0.3,16409,40.6
1999,F,41,Maria,135,0.3,9880,25.5
1997,M,66,Adam,135,0.3,18733,46.8
1997,M,67,Spencer,135,0.3,18868,47.1
1995,M,61,Riley,135,0.3,18676,47.6
1994,M,62,Dakota,135,0.3,19774,50.0
1994,M,63,Derek,135,0.3,19909,50.3
1993,F,46,Kimberly,135,0.4,12067,31.3
1990,F,51,Crystal,135,0.3,14934,38.5
1989,M,62,Gregory,135,0.3,22711,58.8
1988,F,49,Lisa,135,0.4,14011,39.6
1988,M,64,Bradley,135,0.4,22728,61.2
1988,M,65,Shane,135,0.4,22863,61.5
1987,F,44,Erica,135,0.4,13296,39.0
1986,F,44,Lindsay,135,0.4,13188,39.0
1986,M,60,Casey,135,0.4,21947,61.8
1985,M,57,Bradley,135,0.4,22058,61.5
1983,F,46,Julie,135,0.4,13922,41.8
1982,F,46,Kristina,135,0.4,13573,40.0
2013,M,66,Sebastian,134,0.3,14472,32.3
2010,F,30,Claire,134,0.3,"6,804",16.1
2009,M,70,Thomas,134,0.3,"16,271",35.6
2006,F,33,Alexandra,134,0.3,7871,18.6
2006,F,34,Audrey,134,0.3,8005,18.9
2006,M,73,Liam,134,0.3,"17,471",39.2
2004,M,65,Adam,134,0.3,16353,38.8
2004,M,66,Liam,134,0.3,16487,39.2
2003,M,67,Hayden,134,0.3,16674,40.6
2000,M,65,Garrett,134,0.3,17869,43.0
2000,M,66,Timothy,134,0.3,18003,43.3
1999,M,67,Jesse,134,0.3,18329,44.9
1998,F,46,Jordan,134,0.3,10634,27.4
1996,M,67,Blake,134,0.3,19186,48.0
1995,F,47,Sara,134,0.4,11125,29.3
1993,F,47,Mackenzie,134,0.3,12201,31.7
1992,F,46,Kimberly,134,0.3,12824,33.1
1992,F,47,Maria,134,0.3,12958,33.5
1991,F,51,Molly,134,0.3,14319,36.7
1989,F,50,Kathryn,134,0.4,14597,39.6
1985,F,49,Julie,134,0.4,14353,41.8
1984,F,47,Brittany,134,0.4,13753,41.0
1983,M,56,Joel,134,0.4,22335,63.2
1980,M,57,Bradley,134,0.4,21897,62.9
2013,F,32,Aria,133,0.3,7041,16.9
2013,M,67,Blake,133,0.3,14605,32.6
2012,F,32,Anna,133,0.3,"7,241",17.0
2010,M,65,Cameron,133,0.3,15079,34.1
2009,F,29,Avery,133,0.3,6973,16.0
2009,F,30,Brooklyn,133,0.3,7106,16.3
2007,M,73,Alex,133,0.3,17550,38.4
2007,M,74,Luis,133,0.3,17683,38.7
2005,F,31,Kylie,133,0.3,7478,18.6
2005,F,32,Paige,133,0.3,7611,18.9
2005,M,67,Henry,133,0.3,16272,38.4
2004,M,67,Hayden,133,0.3,16620,39.5
2002,F,33,Maria,133,0.3,8133,21.1
2001,F,39,Zoe,133,0.3,9220,23.7
2000,M,67,Adam,133,0.3,18136,43.6
2000,M,68,Wyatt,133,0.3,18269,43.9
1996,M,68,Patrick,133,0.3,19319,48.3
1995,F,48,Abigail,133,0.4,11258,29.6
1994,F,46,Miranda,133,0.4,11474,30.4
1994,F,47,Savannah,133,0.4,11607,30.7
1993,F,48,Morgan,133,0.3,12334,32.0
1991,F,52,Julia,133,0.3,14452,37.0
1990,F,52,Angela,133,0.3,15067,38.8
1990,F,53,Mary,133,0.3,15200,39.2
1986,F,45,Kristina,133,0.4,13321,39.3
1985,M,58,Shane,133,0.4,22191,61.9
2013,F,33,Violet,132,0.3,7173,17.2
2013,M,68,Tyler,132,0.3,14737,32.9
2012,F,33,Hailey,132,0.3,"7,373",17.3
2012,F,34,Stella,132,0.3,"7,505",17.6
2012,M,64,Angel,132,0.3,14465,32.4
2010,M,66,Austin,132,0.3,15211,34.4
2010,M,67,Brandon,132,0.3,15343,34.7
2008,F,33,Claire,132,0.3,"7,735",17.5
2008,F,34,Nevaeh,132,0.3,"7,867",17.8
2008,M,73,Diego,132,0.3,"17,084",37.1
2007,M,75,Hayden,132,0.3,17815,39.0
2004,F,34,Kaylee,132,0.3,8090,20.4
2004,M,68,Carter,132,0.3,16752,39.8
2003,F,37,Brianna,132,0.3,8651,21.9
2003,F,38,Madeline,132,0.3,8783,22.3
2002,M,63,Eric,132,0.3,16541,40.9
2001,F,40,Sierra,132,0.3,9352,24.0
2000,M,69,Gavin,132,0.3,18401,44.3
1999,M,68,Garrett,132,0.3,18461,45.2
1997,M,68,Jack,132,0.3,19000,47.5
1996,M,69,Isaac,132,0.3,19451,48.6
1990,F,54,Erica,132,0.3,15332,39.5
1990,M,65,Bryan,132,0.3,23935,58.9
1989,M,63,Peter,132,0.3,22843,59.2
1988,F,50,Allison,132,0.4,14143,40.0
1987,F,45,Kathryn,132,0.4,13428,39.4
1986,F,46,Allison,132,0.4,13453,39.7
1986,M,61,Cory,132,0.4,22079,62.1
1985,F,50,Cassandra,132,0.4,14485,42.1
1985,M,59,Peter,132,0.4,22323,62.3
1983,M,57,Ian,132,0.4,22467,63.6
1982,M,58,Jordan,132,0.4,22339,62.9
1982,M,59,Shane,132,0.4,22471,63.2
1981,M,56,Gregory,132,0.4,22167,61.9
2013,F,34,Aubrey,131,0.3,7304,17.5
2010,F,31,Zoey,131,0.3,"6,935",16.4
2010,M,68,Adrian,131,0.3,15474,35.0
2009,M,71,Juan,131,0.3,"16,402",35.9
2007,F,33,Zoe,131,0.3,7977,18.5
2005,F,33,Victoria,131,0.3,7742,19.2
2003,M,68,Jesus,131,0.3,16805,41.0
2000,F,43,Maria,131,0.3,10252,26.0
1998,F,47,Savannah,131,0.3,10765,27.8
1997,F,43,Jasmine,131,0.3,10341,27.1
1995,M,62,Travis,131,0.3,18807,47.9
1994,F,48,Mackenzie,131,0.3,11738,31.1
1993,F,49,Emma,131,0.3,12465,32.4
1992,F,48,Amy,131,0.3,13089,33.8
1992,M,69,Casey,131,0.3,23096,56.1
1991,F,53,Kimberly,131,0.3,14583,37.3
1990,F,55,Natalie,131,0.3,15463,39.9
1990,M,66,Bradley,131,0.3,24066,59.2
1988,F,51,Mary,131,0.4,14274,40.4
1983,F,47,Courtney,131,0.4,14053,42.2
1983,F,48,Kristen,131,0.4,14184,42.6
2011,M,64,Cameron,130,0.3,14769,33.1
2011,M,65,Jaxon,130,0.3,14899,33.4
2009,F,31,Claire,130,0.3,7236,16.6
2008,M,74,Luis,130,0.3,"17,214",37.3
2006,M,74,Adam,130,0.3,"17,601",39.5
2006,M,75,Adrian,130,0.3,"17,731",39.8
2005,F,34,Megan,130,0.3,7872,19.5
2002,M,64,Jared,130,0.3,16671,41.2
2001,M,67,Spencer,130,0.3,17255,42.5
1999,F,42,Sierra,130,0.3,10010,25.8
1997,F,44,Bailey,130,0.3,10471,27.5
1997,M,69,Steven,130,0.3,19130,47.8
1996,F,46,Allison,130,0.3,10636,28.1
1996,F,47,Katie,130,0.3,10766,28.4
1994,F,49,Madeline,130,0.3,11868,31.4
1994,F,50,Mariah,130,0.3,11998,31.7
1994,F,51,Melissa,130,0.3,12128,32.1
1993,F,50,Allison,130,0.3,12595,32.7
1993,F,51,Amy,130,0.3,12725,33.0
1993,M,66,Stephen,130,0.3,21168,52.6
1991,M,64,Bradley,130,0.3,23149,56.6
1990,M,67,Peter,130,0.3,24196,59.5
1989,M,64,Alex,130,0.3,22973,59.5
1987,M,56,Cameron,130,0.4,21515,59.5
1986,F,47,Cassandra,130,0.4,13583,40.1
1984,F,48,Allison,130,0.4,13883,41.4
1984,M,60,Brett,130,0.4,22513,63.6
